incident_number,incident_types,reported_date,nearest_populated_centre,province,company,status,latitude,longitude,approx_vol_released,substance,release_type,significant,year,occurrence_date_and_time,discovered_date_and_time,detailed_what_happened,what_happened_category,detailed_why_it_happened,why_it_happened_category,duration_of_interruption_of_pipeline_operations,pipeline_or_facility_type,activity_being_performed_at_time_of_incident,how_the_incident_was_discovered,closed_date,pipeline_or_facility_equipment_involved,rupture,incident_type,released_substance_type,released_volume_m3,pipe_body_release,residual_effects_on_the_environment,source_of_explosion,source_of_fire,activity_at_time_of_fatality,number_of_fatalities,type_of_injury,number_of_individuals_injured,workdays_lost,work_restricted_by_injury,conditions_that_resulted_in_the_operation_beyond_limits,conditions_that_resulted_in_adverse_effects_on_the_environment,number_of_people_evacuated,regulation,pipeline_name,pipeline_outside_diameter_nps,pipeline_length_km,substance_carried,facility_name,facility_type,facility_latitude,facility_longitude,country,affects_company_property,off_company_property,affects_pipeline_right_of_way,affects_off_pipeline_right_of_way,land_use,population_density,kilometre_post,emergency_level,investigation_type,was_neb_staff_deployed,related_neb_event_number,equipment_or_component_involved,design_standard,nominal_pipe_size,material,material_grade,schedule,design_wall_thickness_mm,custom_design_wall_thickness_mm,actual_wall_thickness_mm,licensed_maximum_operating_pressure_k_pa,restricted_operating_pressure_k_pa,actual_operating_pressure_at_time_of_failure_k_pa,designed_depth_of_cover_m,actual_depth_of_cover_m,year_of_manufacture,year_of_installation,year_when_put_into_service,most_recent_cathodic_protection_reading_at_incident_site_m_v_vs_cu_cu_so4,weld_type,seam_type,seam_joining_method,seam_clock_position,coating_location,coating_type,coating_condition,application_method,year_when_the_coating_was_applied,insulation_installed,repair_type,repair_date,equipment_or_component_has_never_been_inspected,most_recent_inspection_date_for_the_failed_equipment_or_component,type_of_most_recent_inspection,most_recent_inspection_part_of_the_routine_inspection_program,no_maintenance_done_on_this_equipment_or_component,date_of_the_most_recent_maintenance_work_for_the_failed_equipment_or_component,most_recent_maintenance_type,most_recent_maintenance_work_part_of_the_routine_maintenance_program,reported_year,reported_month,reported_day
INC2012-016,Release of Substance,2012-01-24,Abbotsford,British Columbia,Trans Mountain Pipeline ULC,Closed,49.07801,-122.20215,90,Crude Oil - Sweet,Liquid,No,2012,NA,1/24/2012 8:00,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures;Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate engineering, Inadequate assessment of operational readiness;Job or system factors, Inadequate engineering, Inadequate evaluation of changes;Personal factors, Abuse or misuse, Improper conduct that is not condoned, Intentional;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Job or system factors, Inadequate maintenance, Inadequate preventive, Lubrication and servicing;Job or system factors, Inadequate work standards, Inadequate development of standards, Inventory and evaluation of exposures and needs;Job or system factors, Inadequate work standards, Inadequate communication of standards, Distribution;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules;External Interference, Natural or Environmental Forces","Engineering and Planning, Human Factors, Maintenance, Natural or Environmental Forces, Standards and Procedures",NA,NA,Operation,Employee / Contractor (Onsite),11/15/2012,Yes,No,Release of Substance,Crude Oil - Sweet,90,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,TMPL - Sumas Tank Farm,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level II,Category B,Yes,NA,"Pipeline, Flange, Gasket/O-ring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2012,1,24
INC2012-015,Fire,2012-01-21,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.38062,-119.18572,0,Not Applicable,Not Applicable,No,2012,1/19/2012 2:00,1/19/2012 2:00,"Substandard Acts, Failing to use PPE properly",Incorrect Operation,"Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training",Inadequate Supervision,NA,NA,Construction,Employee / Contractor (Onsite),10/21/2013,No,No,Fire,NA,NA,NA,No,NA,Other Event (Nature or 3rd Party),NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NGTL - Tanghe Creek Lateral,NA,NA,NA,NA,NA,NA,NA,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2012,1,21
INC2012-014,Fire,2012-01-19,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.86534,-109.02627,0,Not Applicable,Not Applicable,No,2012,1/18/2012 8:25,1/18/2012 8:25,"Damage or deterioration mechanism, Other Causes, Improper Operation;Substandard Conditions, Defective tools, equipment or materials","External Interference, Incorrect Operation","Personal factors, Lack of knowledge, Lack of experience;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs","Human Factors, Maintenance",NA,NA,Construction,Employee / Contractor (Onsite),3/21/2014,No,No,Fire,NA,NA,NA,No,NA,Equipment & Electrical,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,EPI - Kerrobert Pump Station,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2012,1,19
INC2012-013,Fire,2012-01-19,Assumption,Alberta,NOVA Gas Transmission Ltd.,Closed,57.37269,-119.13156,0,Not Applicable,Not Applicable,No,2012,1/17/2012 9:00,1/17/2012 9:00,"Substandard Conditions, Fire and explosion hazards",External Interference,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,NA,NA,Construction,Employee / Contractor (Onsite),3/5/2014,Yes,No,Fire,NA,NA,NA,No,NA,Equipment & Electrical,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NGTL - Tanghe Creek Lateral,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2012,1,19
INC2012-011,Fire,2012-01-20,Prespatou,Alberta,NOVA Gas Transmission Ltd.,Closed,57.36771,-119.75255,0,Not Applicable,Not Applicable,No,2012,1/17/2012 11:15,1/17/2012 11:15,"Substandard Acts, Failure to follow procedure or policy or practice",Incorrect Operation,"Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,NA,NA,Construction,Employee / Contractor (Onsite),11/21/2013,No,No,Fire,NA,NA,NA,No,NA,Welding or Cutting,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NGTL - Tanghe Creek Lateral,NA,NA,NA,NA,NA,NA,NA,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2012,1,20
INC2012-010,Release of Substance,2012-01-18,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19155,-118.19433,0,Natural Gas - Sweet,Gas,No,2012,1/16/2012 4:55,1/16/2012 4:55,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Excessive wear and tear, Use for wrong purpose",Maintenance,NA,NA,Operation,Employee / Contractor (Onsite),1/2/2013,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NGTL - Meikle River Compressor Station,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Compression, Valve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Rebuilt,1/18/2012,No,NA,NA,No,No,1/18/2012,Repair,No,2012,1,18
INC2012-009,Operation Beyond Design Limits,2012-01-17,Clearwater,British Columbia,Trans Mountain Pipeline ULC,Closed,51.5659,-120.16191,0,Not Applicable,Not Applicable,No,2012,1/17/2012 1:58,1/17/2012 1:58,"Damage or deterioration mechanism, Other Causes, Improper Operation",Incorrect Operation,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,NA,NA,Operation,Employee / Contractor (Onsite),1/28/2014,Yes,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Over Pressure,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,"Pipeline, Pipe, Body",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2012,1,17
INC2012-007,Release of Substance,2012-01-15,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.70181,-121.63465,0,Natural Gas - Sour,Gas,Yes,2012,1/15/2012 7:30,1/15/2012 7:30,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,NA,NA,Operation,Employee / Contractor (Onsite),9/7/2012,Yes,No,Release of Substance,Natural Gas - Sour,0,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,Grizzly Pipeline,"273.10000000, 508.00000000, 610.00000000",160.6451852,Natural Gas Sour,NA,NA,NA,NA,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units per km,Mainline Valve + Offset (km),Level I,Standard Review - 168 days,No,NA,"Pipeline, Valve, Ball, Stem",NA,NPS 1/2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Replacement,NA,No,NA,NA,No,No,NA,Replacement,No,2012,1,15
INC2012-006,Release of Substance,2012-01-10,Cobourg,Ontario,TransCanada PipeLines Limited,Closed,44.04676,-78.00709,0,Natural Gas - Sweet,Gas,No,2012,1/10/2012 2:55,1/10/2012 2:55,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,NA,NA,Operation,Employee / Contractor (Onsite),7/3/2013,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Compression, Valve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Replacement,NA,No,NA,NA,No,No,NA,Replacement,No,2012,1,10
INC2012-005,Serious Injury (NEB or TSB),2012-01-09,Fort Nelson,British Columbia,NOVA Gas Transmission Ltd.,Closed,59.04522,-121.26857,0,Not Applicable,Not Applicable,Yes,2012,1/6/2012 2:15,1/6/2012 2:15,"Substandard Acts, Improper position for task",Incorrect Operation,"Personal factors, Mental or psychological stress, Frustration;Personal factors, Improper motivation, Inadequate reinforcement of proper behavior;Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate work standards, Inadequate development of standards, Inventory and evaluation of exposures and needs","Engineering and Planning, Human Factors, Standards and Procedures",NA,Transmission,Construction,Employee / Contractor (Onsite),6/25/2012,Yes,No,Serious Injury (NEB or TSB),NA,NA,NA,No,NA,NA,NA,NA,Fracture,NA,NA,No,NA,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,Yes,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level II,Category B,No,NA,Vehicle / mobile equipment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2012,1,9
INC2012-004,Operation Beyond Design Limits,2012-01-07,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.5467,-113.35465,0,Not Applicable,Not Applicable,No,2012,1/7/2012 5:29,1/7/2012 5:29,"Damage or deterioration mechanism, Other Causes, Unknown",Other Causes,"Job or system factors, Inadequate maintenance, Inadequate reparative, Part substitution",Maintenance,NA,NA,Operation,Employee / Contractor (Onsite),10/22/2012,Yes,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Over Pressure,NA,0,OPR,Line 2,"1219.00000000, 609.40000000, 610.00000000",1282.304863,Crude Oil,NA,NA,NA,NA,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,"INC2012-176, INC2012-177, INC2012-178, INC2012-179, INC2012-180, INC2012-181, INC2012-182, INC2012-183, INC2012-184, INC2012-185, INC2012-186, INC2012-187, INC2012-188, INC2012-189, INC2012-190, INC2012-191, INC2012-192, INC2012-193, INC2012-194, INC2012-195, INC2012-196, INC2012-197, INC2012-198, INC2012-199, INC2012-200, INC2012-201, INC2012-202","Pipeline, Pipe, Body;Pipeline, Flange, Gasket/O-ring",CSA,NPS 24,Carbon Steel,NA,NA,NA,NA,NA,275,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2012,1,7
INC2012-003,Release of Substance,2012-01-06,Burlington,Ontario,TransCanada PipeLines Limited,Closed,43.37273,-79.83172,6,Natural Gas - Sweet,Gas,No,2012,1/4/2012 12:30,1/4/2012 12:30,"Damage or deterioration mechanism, Other Causes, Control System Malfunction",Equipment Failure,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,NA,NA,Operation,Employee / Contractor (Onsite),3/5/2014,Yes,No,Release of Substance,Natural Gas - Sweet,6,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,TCPL - MLV 207,NA,NA,NA,NA,NA,NA,NA,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,"Pipeline, Auxiliary device(s) (please explain)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2012,1,6
INC2012-002,Release of Substance,2012-01-04,Kapuskasing,Ontario,TransCanada PipeLines Limited,Closed,49.3881,-82.43604,0,Natural Gas - Sweet,Gas,No,2012,NA,1/3/2012 12:10,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Excessive wear and tear, Inadequate maintenance;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,NA,NA,Operation,Employee / Contractor (Onsite),3/5/2014,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,TCPL - Station 95 (Kapuskasing Compressor Station),NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Compression, Valve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2012,1,4
INC2011-186,Release of Substance,2011-12-21,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.251566,-66.097871,236,Natural Gas - Sweet,Gas,No,2011,12/27/2011 7:50,12/27/2011 7:50,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly",Maintenance,NA,NA,Operation,Public,3/20/2014,Yes,No,Release of Substance,Natural Gas - Sweet,236,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Mainline Valve + Offset (km),Level I,Standard Review - 168 days,No,NA,"Station/Facility, Metering, Delivering, Valve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2011,12,21
INC2011-185,Release of Substance,2011-12-20,Ignace,Ontario,TransCanada PipeLines Limited,Closed,49.26712,-91.23269,0,Natural Gas - Sweet,Gas,No,2011,NA,12/20/2011 8:30,"Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,NA,NA,Operation,Employee / Contractor (Onsite),5/15/2012,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Compression, Fitting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Replacement,12/20/2011,No,NA,NA,No,No,12/20/2011,Replacement,No,2011,12,20
INC2011-183,Release of Substance,2011-12-14,Steelman,Saskatchewan,Enbridge Pipelines Inc.,Closed,49.28813,-102.63736,2,Crude Oil - Sweet,Liquid,No,2011,NA,12/13/2011 4:00,"Damage or deterioration mechanism, Other Causes, Improper Operation",Incorrect Operation,"Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,NA,NA,Operation,Employee / Contractor (Onsite),2/6/2012,Yes,No,Release of Substance,Crude Oil - Sweet,2,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,EPI (Westspur) - Steelman Terminal,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Legal Subdivision LSD: 16-8-4-5-W2,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2011,12,14
INC2011-180,Release of Substance,2011-12-07,Glenboro,Manitoba,Enbridge Pipelines Inc.,Closed,49.54445,-99.3207,7,Crude Oil - Sweet,Liquid,No,2011,NA,12/7/2011 8:30,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly",Maintenance,NA,NA,Operation,Employee / Contractor (Onsite),3/20/2014,Yes,No,Release of Substance,Crude Oil - Sweet,7,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NA,NA,NA,NA,NA,Meter,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,REM-0148,"Station/Facility, Pumping, Valve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2011,12,7
INC2011-179,Release of Substance,2011-12-06,Amisk,Alberta,NOVA Gas Transmission Ltd.,Closed,52.54673,-111.03052,0,Natural Gas - Sweet,Gas,No,2011,12/6/2011 4:00,12/6/2011 4:00,"Damage or deterioration mechanism, Cracking, Stress Corrosion Cracking",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,NA,NA,Operation,Landowner,5/4/2017,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Legal Subdivision NW-24-41-08 W4,Level I,Standard Review - 168 days,No,REM-0147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2011,12,6
INC2011-178,Release of Substance,2011-12-05,Huntsville,Ontario,TransCanada PipeLines Limited,Closed,45.375736,-79.239306,0,Natural Gas - Sweet,Gas,No,2011,NA,12/1/2011 10:00,"Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate engineering, Inadequate monitoring of construction",Engineering and Planning,NA,NA,Maintenance,Employee / Contractor (Onsite),3/20/2014,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,TCPL -  MLV 120,NA,NA,NA,NA,NA,NA,NA,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Mainline Valve + Offset (km) 120,Level I,Standard Review - 168 days,No,NA,"Pipeline, Fitting, Other (please explain)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2011,12,5
INC2011-177,Fire,2011-12-02,Fort Frances,Ontario,Centra Transmission Holdings Inc.,Closed,48.613425,-93.417778,0,Not Applicable,Not Applicable,No,2011,12/1/2011 12:00,12/1/2011 12:00,"Damage or deterioration mechanism, Equipment, Gasket/O-ring",Equipment Failure,"Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,NA,NA,Construction,Employee / Contractor (Onsite),3/31/2014,Yes,No,Fire,NA,NA,NA,No,NA,Welding or Cutting,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,Rainy River/Fort Frances,323.9,94.90328073,Natural Gas,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2011,12,2
INC2011-175,Operation Beyond Design Limits,2011-11-24,Portage La Prairie,Manitoba,TransCanada Keystone Pipeline GP Ltd.,Closed,49.91197,-98.51779,0,Not Applicable,Not Applicable,No,2011,11/24/2011 12:42,11/24/2011 12:42,NA,To be determined,NA,To be determined,NA,NA,Construction,Employee / Contractor (Onsite),5/4/2017,No,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Over Pressure,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Kilometer Post 1099.9,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2011,11,24
INC2011-174,Fire,2011-11-21,Maple,Ontario,TransCanada PipeLines Limited,Closed,43.87374,-79.57983,0,Not Applicable,Not Applicable,No,2011,11/12/2011 6:58,11/12/2011 11:33,"Damage or deterioration mechanism, Equipment, Gasket/O-ring;Substandard Acts, Failure to secure;Substandard Acts, Failure to follow procedure or policy or practice;Substandard Conditions, Inadequate instructions or procedures","Equipment Failure, External Interference, Incorrect Operation","Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,No pipeline interruption,Transmission,Operation,Other Control System,6/30/2016,Yes,No,Fire,NA,NA,NA,No,NA,Equipment & Electrical,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,STN 130 - MAPLE,NA,43.87374203,-79.57983402,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Compression, Compressor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2011,11,21
INC2011-173,Release of Substance,2011-11-21,Calstock,Ontario,TransCanada PipeLines Limited,Closed,49.74457,-84.06787,4,Natural Gas - Sweet,Gas,No,2011,11/21/2011 12:00,11/21/2011 10:50,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,NA,NA,Operation,Employee / Contractor (Onsite),3/20/2014,Yes,No,Release of Substance,Natural Gas - Sweet,4,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Compression, Fitting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2011,11,21
